,disease_id,v_count,p_count,k_count
10092,ORPHA:2865,6,1,0
10093,ORPHA:2866,8,1,1
10094,ORPHA:2867,10,1,0
10095,ORPHA:2868,14,0,2
10096,ORPHA:2869,26,8,10
10097,ORPHA:287,56,8,10
10098,ORPHA:2871,8,1,0
10099,ORPHA:2872,32,2,1
10100,ORPHA:2874,0,0,0
10101,ORPHA:2875,10,4,1
10102,ORPHA:2876,24,0,3
10103,ORPHA:2878,21,0,0
10104,ORPHA:2879,28,2,3
10105,ORPHA:288,10,12,2
10106,ORPHA:2884,12,8,1
10107,ORPHA:2885,7,8,0
10108,ORPHA:2886,50,6,6
10109,ORPHA:2889,8,1,1
10110,ORPHA:289,48,4,2
10111,ORPHA:2890,17,5,2
10112,ORPHA:2891,10,0,1
10113,ORPHA:289157,36,5,3
10114,ORPHA:289176,31,6,8
10115,ORPHA:289266,27,4,4
10116,ORPHA:289390,55,28,11
10117,ORPHA:289483,14,2,5
10118,ORPHA:289494,30,4,5
10119,ORPHA:289504,21,9,1
10120,ORPHA:289522,33,3,8
10121,ORPHA:289548,41,14,3
10122,ORPHA:289560,25,1,4
10123,ORPHA:289596,6,1,2
10124,ORPHA:2896,62,10,8
10125,ORPHA:289601,7,0,3
10126,ORPHA:2897,8,8,3
10127,ORPHA:2898,11,2,4
10128,ORPHA:289916,18,8,0
10129,ORPHA:29,15,3,0
10130,ORPHA:290,22,13,3
10131,ORPHA:2900,20,1,3
10132,ORPHA:2901,12,3,2
10133,ORPHA:2902,16,8,6
10134,ORPHA:2903,3,0,0
10135,ORPHA:2905,34,9,15
10136,ORPHA:2907,33,19,8
10137,ORPHA:29072,36,15,6
10138,ORPHA:29073,20,9,3
10139,ORPHA:2908,24,16,8
10140,ORPHA:2909,41,21,4
10141,ORPHA:291,7,3,0
10142,ORPHA:2911,53,5,5
10143,ORPHA:2912,43,10,12
10144,ORPHA:2916,27,1,3
10145,ORPHA:2917,5,1,1
10146,ORPHA:2919,26,2,0
10147,ORPHA:292,24,18,8
10148,ORPHA:2920,22,1,3
10149,ORPHA:29207,17,13,2
10150,ORPHA:2921,7,3,1
10151,ORPHA:2924,11,4,1
10152,ORPHA:2926,7,2,0
10153,ORPHA:2928,13,2,2
10154,ORPHA:2929,39,15,12
10155,ORPHA:293,4,0,1
10156,ORPHA:2930,26,9,7
10157,ORPHA:293168,11,0,0
10158,ORPHA:2932,17,0,0
10159,ORPHA:293381,8,6,2
10160,ORPHA:2935,10,0,1
10161,ORPHA:293603,6,2,2
10162,ORPHA:293621,4,1,3
10163,ORPHA:293707,7,1,1
10164,ORPHA:293725,26,3,7
10165,ORPHA:293807,4,0,0
10166,ORPHA:293812,6,13,1
10167,ORPHA:293843,27,1,3
10168,ORPHA:293939,34,7,8
10169,ORPHA:293948,21,9,5
10170,ORPHA:293964,6,4,5
10171,ORPHA:293967,44,9,5
10172,ORPHA:293978,23,18,8
10173,ORPHA:293987,48,17,12
10174,ORPHA:294,5,4,0
10175,ORPHA:2940,7,1,1
10176,ORPHA:294023,11,7,1
10177,ORPHA:2942,13,0,5
10178,ORPHA:294975,17,2,1
10179,ORPHA:295,6,3,3
10180,ORPHA:295036,8,0,0
10181,ORPHA:2953,55,9,7
10182,ORPHA:2956,4,0,0
10183,ORPHA:2958,22,1,0
10184,ORPHA:2959,48,11,7
10185,ORPHA:296,16,5,4
10186,ORPHA:2962,57,4,13
10187,ORPHA:2963,25,3,3
10188,ORPHA:2964,3,0,0
10189,ORPHA:2965,43,15,6
10190,ORPHA:2968,30,25,10
10191,ORPHA:2969,25,8,3
10192,ORPHA:297,53,14,7
10193,ORPHA:2970,31,4,5
10194,ORPHA:2971,28,5,3
10195,ORPHA:2972,8,0,0
10196,ORPHA:2973,13,1,2
10197,ORPHA:2975,12,1,0
10198,ORPHA:2976,26,3,6
10199,ORPHA:2978,6,0,0
10200,ORPHA:298,42,9,6
10201,ORPHA:2980,39,4,2
10202,ORPHA:29822,12,5,0
10203,ORPHA:2983,21,2,2
10204,ORPHA:2985,18,4,1
10205,ORPHA:2988,13,1,2
10206,ORPHA:2989,3,0,0
10207,ORPHA:2990,60,2,6
10208,ORPHA:2994,26,3,0
10209,ORPHA:2995,59,4,4
10210,ORPHA:2997,6,0,0
10211,ORPHA:30,14,7,1
10212,ORPHA:3000,10,3,1
10213,ORPHA:300179,21,3,2
10214,ORPHA:3002,2,9,3
10215,ORPHA:300298,17,9,0
10216,ORPHA:3003,21,1,1
10217,ORPHA:300305,16,4,2
10218,ORPHA:300373,24,10,6
10219,ORPHA:300385,15,5,6
10220,ORPHA:3004,7,0,0
10221,ORPHA:300493,12,2,0
10222,ORPHA:300536,20,2,3
10223,ORPHA:300570,74,3,5
10224,ORPHA:300573,29,3,2
10225,ORPHA:3006,32,3,3
10226,ORPHA:300605,43,4,7
10227,ORPHA:300751,16,0,5
10228,ORPHA:3008,46,20,11
10229,ORPHA:3010,22,2,1
10230,ORPHA:3011,3,3,0
10231,ORPHA:3015,21,2,4
10232,ORPHA:3016,8,2,1
10233,ORPHA:3019,13,4,2
10234,ORPHA:302,3,8,1
10235,ORPHA:3023,6,0,1
10236,ORPHA:3027,29,3,3
10237,ORPHA:3032,8,1,2
10238,ORPHA:3033,11,2,3
10239,ORPHA:3034,6,0,1
10240,ORPHA:3035,15,1,2
10241,ORPHA:3038,13,1,1
10242,ORPHA:30391,20,13,6
10243,ORPHA:3041,49,7,6
10244,ORPHA:3042,28,3,3
10245,ORPHA:3044,19,6,3
10246,ORPHA:3047,42,2,4
10247,ORPHA:3051,48,6,2
10248,ORPHA:3052,3,4,0
10249,ORPHA:3055,13,6,2
10250,ORPHA:3057,2,1,0
10251,ORPHA:306,20,1,2
10252,ORPHA:3063,62,4,7
10253,ORPHA:306498,18,6,4
10254,ORPHA:306511,17,4,1
10255,ORPHA:306542,25,4,3
10256,ORPHA:306550,8,0,2
10257,ORPHA:306617,8,3,0
10258,ORPHA:306669,16,1,1
10259,ORPHA:306674,42,2,8
10260,ORPHA:306682,25,7,4
10261,ORPHA:306686,9,1,2
10262,ORPHA:306692,18,1,3
10263,ORPHA:306731,13,5,2
10264,ORPHA:306734,9,0,0
10265,ORPHA:306741,14,0,0
10266,ORPHA:3068,29,3,4
10267,ORPHA:307,9,3,1
10268,ORPHA:3071,43,4,8
10269,ORPHA:3074,8,1,0
10270,ORPHA:3077,23,7,5
10271,ORPHA:3078,33,2,6
10272,ORPHA:3079,27,4,2
10273,ORPHA:308,7,2,1
10274,ORPHA:3080,28,1,2
10275,ORPHA:3082,31,2,2
10276,ORPHA:3085,18,8,6
10277,ORPHA:308552,27,9,12
10278,ORPHA:309031,15,7,5
10279,ORPHA:309108,5,5,4
10280,ORPHA:309155,0,0,0
10281,ORPHA:309162,0,0,0
10282,ORPHA:309169,0,0,0
10283,ORPHA:3092,26,1,10
10284,ORPHA:309246,24,1,0
10285,ORPHA:30925,5,4,1
10286,ORPHA:309256,32,2,4
10287,ORPHA:309263,33,2,4
10288,ORPHA:309271,43,3,5
10289,ORPHA:309282,70,17,12
10290,ORPHA:309288,21,12,7
10291,ORPHA:3093,15,2,5
10292,ORPHA:3095,47,6,5
10293,ORPHA:3097,22,1,5
10294,ORPHA:3098,24,3,2
10295,ORPHA:309854,33,12,6
10296,ORPHA:3099,27,13,4
10297,ORPHA:31,8,2,1
10298,ORPHA:3101,34,1,5
10299,ORPHA:3103,50,5,3
10300,ORPHA:3104,10,1,0
10301,ORPHA:3107,75,6,4
10302,ORPHA:3109,9,1,0
10303,ORPHA:3111,4,7,1
10304,ORPHA:31112,3,2,3
10305,ORPHA:31142,2,5,1
10306,ORPHA:3115,26,1,1
10307,ORPHA:31150,19,8,4
10308,ORPHA:312,5,5,3
10309,ORPHA:31202,11,11,6
10310,ORPHA:31204,29,21,14
10311,ORPHA:31205,16,19,2
10312,ORPHA:3121,33,4,0
10313,ORPHA:3124,13,6,3
10314,ORPHA:3129,21,1,4
10315,ORPHA:313,17,8,2
10316,ORPHA:3130,24,1,1
10317,ORPHA:3132,52,7,5
10318,ORPHA:3134,31,3,1
10319,ORPHA:3137,23,6,8
10320,ORPHA:313772,23,5,2
10321,ORPHA:313781,34,3,1
10322,ORPHA:3138,33,2,3
10323,ORPHA:313855,25,3,1
10324,ORPHA:313892,30,4,1
10325,ORPHA:313906,4,2,1
10326,ORPHA:313947,35,5,4
10327,ORPHA:314,2,2,0
10328,ORPHA:314034,10,1,1
10329,ORPHA:3143,7,5,1
10330,ORPHA:314389,34,9,3
10331,ORPHA:3144,25,1,4
10332,ORPHA:314404,23,4,3
10333,ORPHA:314473,8,2,3
10334,ORPHA:314478,12,6,4
10335,ORPHA:3145,13,3,3
10336,ORPHA:314575,14,0,1
10337,ORPHA:314585,65,2,3
10338,ORPHA:314588,42,3,6
10339,ORPHA:314603,16,1,0
10340,ORPHA:314621,33,3,7
10341,ORPHA:314632,16,1,3
10342,ORPHA:314647,37,3,5
10343,ORPHA:314652,21,2,4
10344,ORPHA:314655,34,1,5
10345,ORPHA:314679,42,3,6
10346,ORPHA:314769,46,9,18
10347,ORPHA:314795,15,2,2
10348,ORPHA:314802,7,0,0
10349,ORPHA:314811,10,1,1
10350,ORPHA:314911,30,2,5
10351,ORPHA:314918,13,2,3
10352,ORPHA:314978,13,1,2
10353,ORPHA:315,3,2,1
10354,ORPHA:3151,10,5,0
10355,ORPHA:3152,12,1,2
10356,ORPHA:3156,11,9,3
10357,ORPHA:3157,28,7,6
10358,ORPHA:316,2,1,0
10359,ORPHA:3162,21,8,6
10360,ORPHA:3163,32,5,6
10361,ORPHA:3164,20,1,2
10362,ORPHA:3165,11,8,2
10363,ORPHA:3166,31,8,6
10364,ORPHA:3168,23,0,3
10365,ORPHA:3169,9,1,0
10366,ORPHA:317,18,12,4
10367,ORPHA:31709,13,0,2
10368,ORPHA:3173,13,2,3
10369,ORPHA:3175,6,1,2
10370,ORPHA:3176,3,0,0
10371,ORPHA:3177,6,3,1
10372,ORPHA:318,7,3,0
10373,ORPHA:3180,3,0,0
10374,ORPHA:3181,6,1,0
10375,ORPHA:31824,21,15,4
10376,ORPHA:31825,20,9,7
10377,ORPHA:31826,32,12,6
10378,ORPHA:3186,27,0,2
10379,ORPHA:3188,3,1,1
10380,ORPHA:3189,3,0,1
10381,ORPHA:3191,22,3,3
10382,ORPHA:319171,22,0,2
10383,ORPHA:319182,53,4,6
10384,ORPHA:319195,26,2,2
10385,ORPHA:319199,16,0,3
10386,ORPHA:319213,40,23,10
10387,ORPHA:319218,15,16,4
10388,ORPHA:319251,22,23,10
10389,ORPHA:3193,2,0,0
10390,ORPHA:319332,0,0,0
10391,ORPHA:3194,15,6,4
10392,ORPHA:319487,13,4,5
10393,ORPHA:319514,29,2,6
10394,ORPHA:319552,6,8,4
10395,ORPHA:3196,3,1,0
10396,ORPHA:319600,2,1,1
10397,ORPHA:319671,25,3,6
10398,ORPHA:319675,21,3,2
10399,ORPHA:3197,19,2,2
10400,ORPHA:3198,16,3,2
10401,ORPHA:3199,8,2,2
10402,ORPHA:32,3,3,0
10403,ORPHA:320,13,10,2
10404,ORPHA:3201,17,2,1
10405,ORPHA:3202,16,18,4
10406,ORPHA:3203,8,7,1
10407,ORPHA:320355,13,1,1
10408,ORPHA:320360,17,2,3
10409,ORPHA:320365,20,3,0
10410,ORPHA:320370,17,1,0
10411,ORPHA:320375,26,3,2
10412,ORPHA:320380,14,1,2
10413,ORPHA:320385,21,3,4
10414,ORPHA:320391,32,2,2
10415,ORPHA:320396,13,2,0
10416,ORPHA:3204,8,5,1
10417,ORPHA:320401,16,1,0
10418,ORPHA:320406,19,2,1
10419,ORPHA:320411,13,1,0
10420,ORPHA:3205,27,14,8
10421,ORPHA:3206,37,3,6
10422,ORPHA:3207,16,1,0
10423,ORPHA:3208,46,5,5
10424,ORPHA:321,52,2,7
10425,ORPHA:3210,17,2,2
10426,ORPHA:3214,16,8,2
10427,ORPHA:3216,13,0,1
10428,ORPHA:3217,11,5,4
10429,ORPHA:3218,17,3,2
10430,ORPHA:3219,35,7,6
10431,ORPHA:322,38,4,3
10432,ORPHA:3220,27,6,7
10433,ORPHA:3222,12,4,1
10434,ORPHA:3224,23,3,2
10435,ORPHA:3225,2,1,0
10436,ORPHA:3226,20,13,6
10437,ORPHA:3230,4,1,0
10438,ORPHA:3232,8,0,0
10439,ORPHA:3233,4,1,0
10440,ORPHA:3235,2,0,0
10441,ORPHA:3236,16,2,0
10442,ORPHA:3237,9,0,2
10443,ORPHA:3238,11,1,0
10444,ORPHA:3239,5,1,1
10445,ORPHA:324,52,16,14
10446,ORPHA:3240,20,6,3
10447,ORPHA:3241,14,0,0
10448,ORPHA:3242,37,8,4
10449,ORPHA:324262,15,2,1
10450,ORPHA:324290,11,2,0
10451,ORPHA:3243,22,21,5
10452,ORPHA:324313,30,5,3
10453,ORPHA:324410,29,1,5
10454,ORPHA:324416,13,2,1
10455,ORPHA:324422,19,1,2
10456,ORPHA:324442,46,3,2
10457,ORPHA:324540,32,2,5
10458,ORPHA:324575,21,10,10
10459,ORPHA:324581,16,0,3
10460,ORPHA:324588,14,1,1
10461,ORPHA:3246,22,0,2
10462,ORPHA:324604,29,1,2
10463,ORPHA:324625,27,25,8
10464,ORPHA:324636,26,21,4
10465,ORPHA:324703,7,5,1
10466,ORPHA:324708,6,4,2
10467,ORPHA:324713,5,2,1
10468,ORPHA:324723,2,2,0
10469,ORPHA:324737,27,11,6
10470,ORPHA:3248,4,0,1
10471,ORPHA:324964,16,11,6
10472,ORPHA:325,13,14,6
10473,ORPHA:3250,15,1,0
10474,ORPHA:325124,10,2,1
10475,ORPHA:3253,39,6,4
10476,ORPHA:325345,19,0,1
10477,ORPHA:3255,39,1,2
10478,ORPHA:3258,39,2,3
10479,ORPHA:326,8,16,2
10480,ORPHA:3260,55,26,19
10481,ORPHA:3261,44,37,10
10482,ORPHA:3265,10,2,1
10483,ORPHA:3266,9,1,0
10484,ORPHA:3268,17,1,1
10485,ORPHA:3269,13,0,1
10486,ORPHA:327,7,9,2
10487,ORPHA:3270,18,2,2
10488,ORPHA:328,8,14,2
10489,ORPHA:3283,4,0,2
10490,ORPHA:3286,4,1,2
10491,ORPHA:3287,29,13,9
10492,ORPHA:329,5,6,2
10493,ORPHA:329178,38,4,5
10494,ORPHA:329224,56,4,13
10495,ORPHA:329228,8,0,1
10496,ORPHA:329249,6,5,5
10497,ORPHA:329284,21,3,3
10498,ORPHA:329308,28,3,5
10499,ORPHA:329314,18,5,1
10500,ORPHA:329329,11,0,1
10501,ORPHA:329336,31,3,5
10502,ORPHA:3294,5,1,0
10503,ORPHA:329466,7,0,0
10504,ORPHA:329475,13,0,2
10505,ORPHA:329478,29,5,3
10506,ORPHA:32960,26,22,3
10507,ORPHA:3299,27,6,5
10508,ORPHA:329918,11,12,5
10509,ORPHA:329967,3,0,2
10510,ORPHA:329971,7,3,4
10511,ORPHA:33,2,1,1
10512,ORPHA:330,4,5,4
10513,ORPHA:330001,20,6,7
10514,ORPHA:33001,19,11,4
10515,ORPHA:330015,55,15,4
10516,ORPHA:330021,20,4,4
10517,ORPHA:330050,29,3,3
10518,ORPHA:330054,11,2,3
10519,ORPHA:330064,5,8,1
10520,ORPHA:3301,24,1,4
10521,ORPHA:3303,11,0,1
10522,ORPHA:3304,31,4,2
10523,ORPHA:3305,17,1,2
10524,ORPHA:3306,41,3,3
10525,ORPHA:33069,43,4,5
10526,ORPHA:3307,16,1,3
10527,ORPHA:3309,41,5,5
10528,ORPHA:331,12,19,2
10529,ORPHA:3310,75,9,9
10530,ORPHA:33110,14,17,6
10531,ORPHA:33111,7,5,3
10532,ORPHA:3312,16,2,3
10533,ORPHA:331206,17,16,5
10534,ORPHA:331235,36,30,17
10535,ORPHA:3314,5,0,0
10536,ORPHA:3316,9,2,1
10537,ORPHA:3318,15,4,6
10538,ORPHA:3319,7,3,3
10539,ORPHA:3320,30,4,2
10540,ORPHA:33208,1,0,2
10541,ORPHA:3322,19,8,5
10542,ORPHA:33226,28,22,11
10543,ORPHA:3325,9,9,11
10544,ORPHA:3327,7,4,2
10545,ORPHA:33276,16,9,3
10546,ORPHA:3329,18,0,0
10547,ORPHA:333,58,15,11
10548,ORPHA:33314,3,3,2
10549,ORPHA:33355,9,12,4
10550,ORPHA:33364,82,16,10
10551,ORPHA:3337,21,12,8
10552,ORPHA:3339,33,2,4
10553,ORPHA:33402,5,5,2
10554,ORPHA:33408,3,3,2
10555,ORPHA:3342,56,7,12
10556,ORPHA:3344,17,3,0
10557,ORPHA:33445,25,7,3
10558,ORPHA:3346,4,0,2
10559,ORPHA:3347,5,2,3
10560,ORPHA:33475,20,14,11
10561,ORPHA:3348,14,5,11
10562,ORPHA:335,18,11,3
10563,ORPHA:3350,3,1,0
10564,ORPHA:3352,13,2,3
10565,ORPHA:3353,17,3,0
10566,ORPHA:33574,12,6,0
10567,ORPHA:33577,9,5,4
10568,ORPHA:3361,9,2,0
10569,ORPHA:3366,6,0,0
10570,ORPHA:3369,22,1,2
10571,ORPHA:337,15,4,6
10572,ORPHA:3374,17,1,2
10573,ORPHA:3375,19,2,2
10574,ORPHA:3376,29,3,7
10575,ORPHA:3377,7,0,1
10576,ORPHA:3378,55,5,6
10577,ORPHA:3379,42,2,2
10578,ORPHA:3380,63,5,5
10579,ORPHA:3384,31,3,8
10580,ORPHA:3385,70,22,10
10581,ORPHA:3386,21,9,7
10582,ORPHA:3389,4,1,1
10583,ORPHA:3392,22,16,6
10584,ORPHA:340,37,29,9
10585,ORPHA:3400,8,0,1
10586,ORPHA:3404,42,2,5
10587,ORPHA:3405,7,1,3
10588,ORPHA:3406,12,4,1
10589,ORPHA:3408,6,0,0
10590,ORPHA:3409,24,3,2
10591,ORPHA:3411,10,4,0
10592,ORPHA:3412,31,1,4
10593,ORPHA:3416,7,0,2
10594,ORPHA:3417,8,4,2
10595,ORPHA:342,23,19,9
10596,ORPHA:34217,12,3,5
10597,ORPHA:3424,18,1,0
10598,ORPHA:3426,27,5,5
10599,ORPHA:3429,18,1,0
10600,ORPHA:343,17,14,2
10601,ORPHA:3433,16,3,1
10602,ORPHA:3434,9,2,1
10603,ORPHA:3437,8,7,0
10604,ORPHA:3440,24,7,2
10605,ORPHA:3447,38,3,6
10606,ORPHA:3448,6,3,1
10607,ORPHA:3449,13,4,3
10608,ORPHA:345,4,2,3
10609,ORPHA:3451,6,0,0
10610,ORPHA:34515,17,2,2
10611,ORPHA:34516,9,2,6
10612,ORPHA:3452,33,19,10
10613,ORPHA:3453,9,9,3
10614,ORPHA:3454,13,2,0
10615,ORPHA:3455,114,18,15
10616,ORPHA:3456,9,0,2
10617,ORPHA:34587,5,1,2
10618,ORPHA:3459,24,4,3
10619,ORPHA:346,3,4,0
10620,ORPHA:3463,30,12,6
10621,ORPHA:3464,32,5,4
10622,ORPHA:3465,7,1,0
10623,ORPHA:3467,17,5,4
10624,ORPHA:3469,12,0,2
10625,ORPHA:347,15,6,2
10626,ORPHA:3471,4,1,3
10627,ORPHA:3472,84,7,10
10628,ORPHA:3473,34,6,9
10629,ORPHA:3474,41,10,7
10630,ORPHA:348,21,13,4
10631,ORPHA:349,26,5,6
10632,ORPHA:35,9,5,2
10633,ORPHA:35069,49,7,8
10634,ORPHA:35078,16,8,7
10635,ORPHA:35093,4,0,1
10636,ORPHA:35099,9,1,3
10637,ORPHA:351,5,2,3
10638,ORPHA:35107,54,5,5
10639,ORPHA:35122,3,1,1
10640,ORPHA:35125,18,5,7
10641,ORPHA:35173,41,6,5
10642,ORPHA:352,37,19,2
10643,ORPHA:352403,20,2,2
10644,ORPHA:352447,27,6,6
10645,ORPHA:352470,18,3,2
10646,ORPHA:352479,12,0,5
10647,ORPHA:352490,52,3,4
10648,ORPHA:352530,26,4,5
10649,ORPHA:352540,21,2,6
10650,ORPHA:352577,37,7,6
10651,ORPHA:352582,22,3,4
10652,ORPHA:352596,18,1,3
10653,ORPHA:352641,26,1,1
10654,ORPHA:352649,31,1,1
10655,ORPHA:352665,83,11,12
10656,ORPHA:352675,16,2,0
10657,ORPHA:352682,13,0,0
10658,ORPHA:352723,7,8,3
10659,ORPHA:352731,13,11,2
10660,ORPHA:353,26,1,2
10661,ORPHA:353253,12,4,1
10662,ORPHA:353277,106,21,22
10663,ORPHA:353281,75,17,19
10664,ORPHA:353284,106,21,22
10665,ORPHA:353298,36,8,4
10666,ORPHA:353327,36,4,2
10667,ORPHA:354,79,8,15
10668,ORPHA:355,54,21,10
10669,ORPHA:356,18,1,0
10670,ORPHA:35612,4,3,0
10671,ORPHA:35664,3,2,2
10672,ORPHA:35687,33,11,9
10673,ORPHA:35689,18,0,1
10674,ORPHA:356961,71,10,6
10675,ORPHA:356996,11,4,3
10676,ORPHA:357001,44,3,2
10677,ORPHA:35701,3,0,0
10678,ORPHA:357043,8,1,0
10679,ORPHA:357058,46,4,11
10680,ORPHA:35706,9,4,0
10681,ORPHA:357074,50,6,9
10682,ORPHA:35710,7,7,1
10683,ORPHA:357154,6,1,0
10684,ORPHA:357175,24,4,1
10685,ORPHA:357225,16,3,4
10686,ORPHA:35737,4,2,1
10687,ORPHA:358,51,21,20
10688,ORPHA:35858,24,11,5
10689,ORPHA:35878,9,3,2
10690,ORPHA:35909,8,14,3
10691,ORPHA:36,18,1,1
10692,ORPHA:360,11,1,3
10693,ORPHA:361,23,17,7
10694,ORPHA:36234,36,36,10
10695,ORPHA:36237,3,8,1
10696,ORPHA:36238,26,10,13
10697,ORPHA:36258,7,4,1
10698,ORPHA:363400,34,7,5
10699,ORPHA:363417,45,1,2
10700,ORPHA:363429,31,3,2
10701,ORPHA:363432,10,1,0
10702,ORPHA:363444,40,6,5
10703,ORPHA:363454,16,2,1
10704,ORPHA:363523,10,7,7
10705,ORPHA:363528,67,4,10
10706,ORPHA:363549,10,3,0
10707,ORPHA:363558,31,9,4
10708,ORPHA:363611,63,12,7
10709,ORPHA:363618,21,8,6
10710,ORPHA:363623,22,5,2
10711,ORPHA:363654,14,0,1
10712,ORPHA:363659,47,2,7
10713,ORPHA:36367,13,1,1
10714,ORPHA:363686,46,5,5
10715,ORPHA:363700,61,7,9
10716,ORPHA:363705,57,7,17
10717,ORPHA:363710,15,1,1
10718,ORPHA:363717,0,0,0
10719,ORPHA:363722,0,0,0
10720,ORPHA:363741,10,4,2
10721,ORPHA:36382,19,6,3
10722,ORPHA:36386,26,6,5
10723,ORPHA:36387,28,2,2
10724,ORPHA:363958,111,21,16
10725,ORPHA:363965,111,21,16
10726,ORPHA:36397,18,9,4
10727,ORPHA:364,9,2,2
10728,ORPHA:364028,53,8,6
10729,ORPHA:364055,22,12,4
10730,ORPHA:36412,30,18,14
10731,ORPHA:36426,25,19,8
10732,ORPHA:364577,41,5,3
10733,ORPHA:365,55,9,19
10734,ORPHA:366,6,2,1
10735,ORPHA:367,26,9,7
10736,ORPHA:368,19,2,7
10737,ORPHA:36899,10,2,0
10738,ORPHA:369,22,8,5
10739,ORPHA:36913,18,8,6
10740,ORPHA:369837,64,17,10
10741,ORPHA:369840,25,5,2
10742,ORPHA:369847,18,3,1
10743,ORPHA:369873,15,6,4
10744,ORPHA:369891,63,9,10
10745,ORPHA:369929,25,9,4
10746,ORPHA:369939,19,3,2
10747,ORPHA:369950,41,8,8
10748,ORPHA:37,17,13,6
10749,ORPHA:370,37,14,8
10750,ORPHA:370010,29,2,5
10751,ORPHA:370022,20,5,3
10752,ORPHA:370079,35,4,4
10753,ORPHA:370091,6,3,0
10754,ORPHA:370097,6,3,0
10755,ORPHA:370103,7,0,0
10756,ORPHA:370348,29,13,8
10757,ORPHA:37042,34,38,13
10758,ORPHA:370921,12,2,2
10759,ORPHA:370924,16,3,1
10760,ORPHA:370927,26,3,1
10761,ORPHA:370930,23,7,4
10762,ORPHA:370943,9,4,2
10763,ORPHA:370959,45,6,7
10764,ORPHA:370968,40,5,7
10765,ORPHA:370980,25,2,3
10766,ORPHA:370997,21,4,4
10767,ORPHA:371,3,1,2
10768,ORPHA:371364,53,4,8
10769,ORPHA:371428,35,5,9
10770,ORPHA:37202,13,0,0
10771,ORPHA:373,71,7,15
10772,ORPHA:375,13,9,4
10773,ORPHA:37553,48,1,3
10774,ORPHA:376,14,1,1
10775,ORPHA:37612,26,4,3
10776,ORPHA:377,25,6,4
10777,ORPHA:37748,14,12,4
10778,ORPHA:379,9,14,4
10779,ORPHA:38,9,4,3
10780,ORPHA:380,21,1,1
10781,ORPHA:381,24,16,3
10782,ORPHA:382,22,5,3
10783,ORPHA:384,6,1,0
10784,ORPHA:385,10,2,2
10785,ORPHA:388,12,3,2
10786,ORPHA:39041,16,13,10
10787,ORPHA:39044,11,5,2
10788,ORPHA:391,21,6,8
10789,ORPHA:391307,27,7,2
10790,ORPHA:391372,53,11,8
10791,ORPHA:391408,63,6,4
10792,ORPHA:391411,26,1,6
10793,ORPHA:391417,33,7,6
10794,ORPHA:391428,42,13,12
10795,ORPHA:391457,5,4,2
10796,ORPHA:391474,25,4,4
10797,ORPHA:391487,29,23,9
10798,ORPHA:391641,31,4,3
10799,ORPHA:391646,14,2,1
10800,ORPHA:391665,27,4,11
10801,ORPHA:391673,19,12,5
10802,ORPHA:392,28,1,4
10803,ORPHA:393,3,0,1
10804,ORPHA:394,34,15,5
10805,ORPHA:395,44,10,5
10806,ORPHA:396,5,3,0
10807,ORPHA:397,40,21,10
10808,ORPHA:397590,35,4,2
10809,ORPHA:397612,23,4,5
10810,ORPHA:397685,7,2,2
10811,ORPHA:397695,24,2,2
10812,ORPHA:397709,48,4,11
10813,ORPHA:397715,68,8,7
10814,ORPHA:397725,13,0,0
10815,ORPHA:397744,20,4,1
10816,ORPHA:397933,16,4,2
10817,ORPHA:397941,48,10,6
10818,ORPHA:397946,33,3,1
10819,ORPHA:397951,15,2,3
10820,ORPHA:397973,24,7,2
10821,ORPHA:398063,22,15,3
10822,ORPHA:398069,71,13,11
10823,ORPHA:398073,67,18,14
10824,ORPHA:398079,56,12,10
10825,ORPHA:39812,26,18,4
10826,ORPHA:398124,26,16,3
10827,ORPHA:398147,9,2,1
10828,ORPHA:398156,22,3,3
10829,ORPHA:398173,13,1,0
10830,ORPHA:398189,13,5,1
10831,ORPHA:399,47,7,6
10832,ORPHA:399058,19,4,6
10833,ORPHA:399081,15,1,1
10834,ORPHA:399086,16,1,2
10835,ORPHA:399096,12,1,1
10836,ORPHA:399103,16,0,2
10837,ORPHA:399180,10,1,3
10838,ORPHA:399805,6,1,2
10839,ORPHA:399808,7,1,1
10840,ORPHA:40,18,0,1
10841,ORPHA:400,26,13,12
10842,ORPHA:401768,24,3,3
10843,ORPHA:401777,36,7,5
10844,ORPHA:401780,8,0,0
10845,ORPHA:401785,13,0,0
10846,ORPHA:401795,10,1,1
10847,ORPHA:401800,9,1,0
10848,ORPHA:401805,9,0,1
10849,ORPHA:401810,9,1,0
10850,ORPHA:401815,13,1,1
10851,ORPHA:401820,15,1,0
10852,ORPHA:401830,12,2,1
10853,ORPHA:401835,10,1,0
10854,ORPHA:401840,13,1,0
10855,ORPHA:401849,8,0,2
10856,ORPHA:401866,22,3,2
10857,ORPHA:401901,13,1,1
10858,ORPHA:401911,6,0,2
10859,ORPHA:401923,16,3,6
10860,ORPHA:401935,24,1,2
10861,ORPHA:401942,10,0,1
10862,ORPHA:401945,4,6,2
10863,ORPHA:401953,9,0,1
10864,ORPHA:401973,42,7,1
10865,ORPHA:401986,0,0,0
10866,ORPHA:402075,10,1,3
10867,ORPHA:403,11,6,1
10868,ORPHA:40366,26,0,4
10869,ORPHA:404,10,5,1
10870,ORPHA:404440,51,7,3
10871,ORPHA:404443,36,6,6
10872,ORPHA:404448,70,9,11
10873,ORPHA:404451,17,2,1
